Date,Close,High,Low,Open,Volume,MA10,MA50,EMA10,EMA50,Return,LogReturn,Volatility20,Momentum10,MACD,MACD_signal
1990-02-08,332.9599914550781,336.0899963378906,332.0,333.75,176240000,329.0990020751953,,331.2934554849255,343.32185057106653,-0.002367066801264084,-0.002369872732644114,0.011094642589450674,6.8800048828125,-4.8946592501500845,-6.222988097298913
1990-02-09,333.6199951171875,334.6000061035156,332.4100036621094,333.0199890136719,146910000,329.88100280761716,,331.71646269079133,342.94138565130663,0.0019822311360144784,0.0019802691082433698,0.009778671502213617,7.82000732421875,-4.3750493232549275,-5.853400342490117
1990-02-12,330.0799865722656,333.6199951171875,329.9700012207031,333.6199951171875,118390000,330.36900024414064,,331.41892157833206,342.4370170599717,-0.010610900415841118,-0.010667597447360023,0.009871214209125009,4.879974365234375,-4.20048326077233,-5.52281692614656
1990-02-13,331.0199890136719,331.6099853515625,327.9200134277344,330.0799865722656,144490000,331.172998046875,,331.34638838475746,341.9892904699208,0.002847801986323839,0.0028437546803770277,0.009503003553152471,8.03997802734375,-3.9408602733502107,-5.20642559558729
1990-02-14,332.010009765625,333.20001220703125,330.6400146484375,331.0199890136719,138530000,331.46600036621095,,331.4670468176425,341.59794612857587,0.0029908186357658906,0.0029863550353747275,0.009335614019290587,2.930023193359375,-3.613565846885308,-4.887853645846894
1990-02-15,334.8900146484375,335.2099914550781,331.6099853515625,332.010009765625,174620000,332.0760009765625,,332.08940460505977,341.3348899920999,0.008674451968618602,0.008637045077341018,0.009551374687790087,6.100006103515625,-3.086214372856375,-4.52752579124879
1990-02-16,332.7200012207031,335.6400146484375,332.4200134277344,334.8900146484375,166840000,332.25599975585936,,332.2040585351767,340.997051216751,-0.006479779428516075,-0.00650086433227514,0.009609782343577322,1.79998779296875,-2.8109832136746036,-4.184217275733952
1990-02-20,327.989990234375,332.7200012207031,326.260009765625,332.7200012207031,147300000,331.8699981689453,,331.4378642986673,340.4869703939127,-0.014216190697807107,-0.014318208763168343,0.008279678123035403,-3.860015869140625,-2.9406350825848904,-3.93550083710414
1990-02-21,327.6700134277344,328.1700134277344,324.4700012207031,327.9100036621094,159240000,331.67099914550784,,330.7528005039522,339.9843446305332,-0.0009755688166336318,-0.0009760449936124241,0.008225092850617921,-1.989990234375,-3.0342278865903722,-3.7552462470013865
1990-02-22,325.70001220703125,330.9800109863281,325.70001220703125,327.6700134277344,184320000,330.8660003662109,,329.8341117226938,339.42417473157235,-0.006012149845800896,-0.006030295585177108,0.008279907956197869,-8.04998779296875,-3.230128580991561,-3.6502227137994216
1990-02-23,324.1499938964844,326.1499938964844,322.1000061035156,325.70001220703125,148490000,329.98500061035156,,328.80063575429205,338.8251872478434,-0.004759036697737695,-0.004770396969847892,0.00785520290233992,-8.80999755859375,-3.47044963321855,-3.6142680976832477
1990-02-26,328.6700134277344,328.6700134277344,323.9800109863281,324.1600036621094,148900000,329.49000244140626,,328.77688624037245,338.4269451372509,0.013944222169855802,0.013847895933975497,0.008469911297940122,-4.949981689453125,-3.258614715710223,-3.5431374212886433
1990-02-27,330.260009765625,331.94000244140625,328.4700012207031,328.67999267578125,152590000,329.5080047607422,,329.04654506314563,338.10667316189307,0.004837667791193878,0.004826003878661508,0.008505467174964363,0.180023193359375,-2.9286746626087847,-3.420244869552672
1990-02-28,331.8900146484375,333.4800109863281,330.1600036621094,330.260009765625,184400000,329.5950073242187,,329.56353953319865,337.86288263195365,0.004935519998225724,0.004923380247003645,0.008355214744204099,0.870025634765625,-2.5067705316342312,-3.237550001968984
1990-03-01,332.739990234375,334.3999938964844,331.0799865722656,331.8900146484375,157930000,329.6680053710937,,330.1410760243216,337.66198489087213,0.0025610158438718056,0.0025577420311284496,0.00728535380562826,0.72998046875,-2.0798473562758204,-3.0060094728303515
1990-03-02,335.5400085449219,335.5400085449219,332.7200012207031,332.739990234375,164330000,329.7330047607422,,331.1227001189762,337.57877013220747,0.008415033938585559,0.00837982492595376,0.007481249761099401,0.649993896484375,-1.498298138771645,-2.7044672060186103
1990-03-05,333.739990234375,336.3800048828125,333.489990234375,335.5400085449219,140110000,329.8350036621094,,331.59857104904864,337.4282297440572,-0.005364541529198519,-0.00537898235085362,0.007497083443773856,1.019989013671875,-1.1691849915539478,-2.397410763125678
1990-03-06,337.92999267578125,337.92999267578125,333.57000732421875,333.739990234375,143640000,330.82900390625,,332.74973861754546,337.44790672177186,0.012554690969049709,0.012476534311658825,0.00796076917627009,9.94000244140625,-0.5637635561964771,-2.030681321739838
1990-03-07,336.95001220703125,338.8399963378906,336.3299865722656,337.92999267578125,163580000,331.7570037841797,,333.5134247247247,337.428381446684,-0.0028999511436980097,-0.002904164148993671,0.00781811185060906,9.279998779296875,-0.161180947013861,-1.6567812467946426
1990-03-08,340.2699890136719,340.6600036621094,336.95001220703125,336.95001220703125,170900000,333.21400146484376,,334.7418909590787,337.53981703754624,0.00985302474065719,0.009804800205341782,0.007643025693232622,14.569976806640625,0.4209110526989548,-1.2412427868959233
1990-03-09,337.92999267578125,340.2699890136719,336.8399963378906,340.1199951171875,150410000,334.5920013427734,,335.321545816661,337.5551180429672,-0.00687688133964881,-0.0069006360563481,0.007812109991231152,13.779998779296875,0.6855029565431323,-0.8558936382081122
1990-03-12,338.6700134277344,339.0799865722656,336.1400146484375,337.92999267578125,114790000,335.5920013427734,,335.9303581095834,337.5988394306051,0.002189864078336212,0.0021874698207574026,0.00781394337799016,10.0,0.9440253006617922,-0.4959098504341314
1990-03-13,336.0,338.6700134277344,335.3599853515625,338.6700134277344,145440000,336.16600036621094,335.75500122070315,335.9430202714773,337.5361398450912,-0.007883820007300701,-0.007915061626791967,0.00762624051224011,5.739990234375,0.9228206495319569,-0.21216375044091373
1990-03-14,336.8699951171875,337.6300048828125,334.92999267578125,336.0,145060000,336.66399841308595,335.29860107421877,336.1115611525155,337.5100165224284,0.0025892711821056125,0.002585924794703329,0.007623013621903269,4.97998046875,0.9650921641257355,0.023287432472416103
1990-03-15,338.07000732421875,338.9100036621094,336.8699951171875,336.8699951171875,144410000,337.19700012207034,334.88480102539063,336.46764227464337,337.531976946028,0.0035622412931546332,0.003555911539259242,0.007632312331844185,5.33001708984375,1.0829401403469774,0.23521797404732836
1990-03-16,341.9100036621094,341.9100036621094,338.07000732421875,338.07000732421875,222520000,337.83399963378906,334.60960083007814,337.4571625269099,337.70366426822727,0.011358583295465019,0.011294558949327382,0.007797425517698915,6.3699951171875,1.4692544718580507,0.4820252736094729
1990-03-19,343.5299987792969,343.760009765625,339.1199951171875,341.9100036621094,142300000,338.81300048828126,334.43620056152344,338.56131457279844,337.93214797454374,0.004738074639045742,0.004726885293452838,0.007627635201475602,9.790008544921875,1.8844091344203093,0.7625020457716403
1990-03-20,341.57000732421875,344.489990234375,340.8699951171875,343.5299987792969,177320000,339.177001953125,334.1918005371094,339.1083496185112,338.0748091255114,-0.005705444828814854,-0.005721783053358439,0.006899895312742136,3.6400146484375,2.0318454162572266,1.0163707198687575
1990-03-21,339.739990234375,342.3399963378906,339.55999755859375,341.57000732421875,130990000,339.45599975585935,333.99420043945315,339.2231933668501,338.1401103454669,-0.005357663291867154,-0.0053720670398316375,0.007068644292814415,2.78997802734375,1.9782189698882462,1.2087403698726553
1990-03-22,335.69000244140625,339.7699890136719,333.6199951171875,339.739990234375,175930000,338.9980010986328,333.76180053710937,338.5807950167694,338.0440276825626,-0.011920845085604426,-0.01199246813329243,0.007522726297102203,-4.579986572265625,1.5905841925830373,1.2851091344147318
1990-03-23,337.2200012207031,337.5799865722656,335.69000244140625,335.69000244140625,132070000,338.927001953125,333.5356005859375,338.33337796293915,338.0117129193524,0.004557772850455777,0.004547417656271205,0.007399689698473361,-0.709991455078125,1.3908066008196442,1.3062486276957144
1990-03-26,337.6300048828125,339.739990234375,337.2200012207031,337.2200012207031,116110000,338.8230010986328,333.48960083007813,338.20549194837065,337.99674397674306,0.0012158343533159588,0.0012150958252864941,0.006845338118789189,-1.040008544921875,1.2511428925599262,1.2952274806685569
1990-03-27,341.5,341.5,337.0299987792969,337.6300048828125,131610000,339.3730010986328,333.5796008300781,338.80449341230326,338.13412656589037,0.011462236949381088,0.01139704321582237,0.007174426697346772,5.5,1.4361792798522401,1.3234178405052934
1990-03-28,342.0,342.5799865722656,340.6000061035156,341.5,142300000,339.88600158691406,333.60460083007814,339.3854946100663,338.2857294456594,0.0014641288433381305,0.0014630580517603152,0.007133887032419997,5.1300048828125,1.6046701328037898,1.3796682989649929
1990-03-29,340.7900085449219,342.07000732421875,339.7699890136719,342.0,132190000,340.1580017089844,333.6724011230469,339.64086078004004,338.3839364691599,-0.0035379867107547813,-0.0035442601870923404,0.007217168325306231,2.720001220703125,1.621868261830116,1.4281082915380177
1990-03-30,339.94000244140625,341.4100036621094,338.2099914550781,340.7900085449219,139340000,339.96100158691405,333.70740112304685,339.69525017301567,338.44495866414996,-0.0024942224895175835,-0.0024973382444334795,0.007055248354417325,-1.970001220703125,1.5490529955523016,1.4522972323408745
1990-04-02,338.70001220703125,339.94000244140625,336.3299865722656,339.94000244140625,124360000,339.4780029296875,333.69840148925783,339.51429781556396,338.4549607638708,-0.003647673782048444,-0.0036543427665177313,0.006988017461458758,-4.829986572265625,1.3754343722728208,1.4369246603272638
1990-04-03,343.6400146484375,343.760009765625,338.70001220703125,338.70001220703125,154310000,339.68500366210935,333.96360168457034,340.26442814881364,338.6582962103244,0.01458518530665609,0.014479844532570226,0.00718047766143284,2.07000732421875,1.6178081884222024,1.4731013659462517
1990-04-04,341.0899963378906,344.1199951171875,340.3999938964844,343.6400146484375,159530000,339.82000427246095,334.15320190429685,340.4145314559185,338.7536569996408,-0.007420609364004571,-0.007448279054631552,0.0073737041881257685,1.350006103515625,1.5858453792827731,1.4956501686135562
1990-04-05,340.7300109863281,342.8500061035156,340.6300048828125,341.0899963378906,144170000,340.3240051269531,334.36260192871094,340.47189137053846,338.8311610775501,-0.0010553969785905837,-0.0010559543021480325,0.007052541264221432,5.040008544921875,1.5140142001539516,1.4993229749216352
1990-04-06,340.0799865722656,341.7300109863281,338.94000244140625,340.7300109863281,137490000,340.61000366210936,334.6426019287109,340.40063595267065,338.88013462636246,-0.0019077404194037806,-0.0019095624738644365,0.006879550497600212,2.8599853515625,1.388628688316885,1.4771841176006852
1990-04-09,341.3699951171875,341.8299865722656,339.8800048828125,340.0799865722656,114970000,340.9840026855469,334.9540020751953,340.57688307349184,338.97777621423796,0.0037932503994844158,0.0037860741669608227,0.006911515186027035,3.739990234375,1.3774740123892002,1.4572420965583883
1990-04-10,342.07000732421875,342.4100036621094,340.6199951171875,341.3699951171875,136020000,341.04100341796874,335.29140197753907,340.8483602099876,339.09904017933525,0.0020505967631716526,0.0020484971594328925,0.006634786240312169,0.57000732421875,1.4088783140051078,1.4475693400477323
1990-04-11,341.9200134277344,343.0,341.260009765625,342.07000732421875,141080000,341.0330047607422,335.6702020263672,341.04320624957796,339.20966658123325,-0.0004384888861133085,-0.00043858505047729494,0.006629149037585116,-0.079986572265625,1.4054619054204522,1.4391478531222763
1990-04-12,344.3399963378906,344.7900085449219,341.9100036621094,341.9200134277344,142470000,341.38800354003905,335.9754022216797,341.64262262927116,339.4108559834551,0.007077628729292629,0.007052699870766595,0.00675267160832656,3.54998779296875,1.5798156418931626,1.4672814108764538
1990-04-16,344.739990234375,347.29998779296875,344.1000061035156,344.3399963378906,142810000,341.8680023193359,336.2944018554688,342.20578037565366,339.61984164035397,0.001161624849678633,0.0011609506855662871,0.006294081615301246,4.79998779296875,1.7303223201381002,1.5198895927287832
1990-04-17,344.67999267578125,345.19000244140625,342.05999755859375,344.739990234375,127990000,342.46600036621095,336.56960144042966,342.655637157495,339.818278935861,-0.0001740371302817456,-0.00017405227650046576,0.0062124775493594235,5.97998046875,1.8237357548850923,1.5806588251600453
1990-04-18,340.7200012207031,345.3299865722656,340.1099853515625,344.67999267578125,147130000,342.1739990234375,336.74700134277344,342.30370335080556,339.85364059409005,-0.01148889270983311,-0.011555399924562296,0.00662220109507789,-2.920013427734375,1.560242851163423,1.576575630360721
1990-04-19,338.0899963378906,340.7200012207031,337.5899963378906,340.7200012207031,152930000,341.8739990234375,336.91560119628906,341.5375748030028,339.78447807423913,-0.007718962413095665,-0.00774890780121325,0.006740788637877476,-3.0,1.1262210373546964,1.4865047117595163
1990-04-20,335.1199951171875,338.5199890136719,333.4100036621094,338.0899963378906,174260000,341.31299743652346,336.9430010986328,340.37074213285456,339.6015571739626,-0.008784646848097988,-0.008823459328022329,0.006485974699373302,-5.610015869140625,0.5364178546580547,1.2964873403392239
1990-04-23,331.04998779296875,335.1199951171875,330.0899963378906,335.1199951171875,136150000,340.4099975585938,336.9048010253906,338.67605952560257,339.26620151196283,-0.01214492535068079,-0.01221927757126289,0.006920200725692744,-9.029998779296875,-0.25646462892689215,0.9858969464860006
1990-04-24,330.3599853515625,332.9700012207031,329.7099914550781,331.04998779296875,137360000,339.3089965820312,336.8396008300781,337.16404603941345,338.9169381331236,-0.002084284751092569,-0.0020864598954934734,0.006906421869076727,-11.010009765625,-0.9297891099226945,0.6027597352042616
1990-04-25,332.0299987792969,332.739990234375,330.3599853515625,330.3599853515625,133480000,338.30499572753905,336.87860107421875,336.2305829012104,338.6468620800324,0.005055132285337605,0.005042398001755074,0.0064266891746954016,-10.040008544921875,-1.3135062035340752,0.21950654745659426
1990-04-26,332.9200134277344,333.760009765625,330.6700134277344,332.0299987792969,141330000,337.4049957275391,336.9166015625,335.62866117876024,338.4222797799423,0.0026805248071246623,0.002676938607672097,0.006460742064474201,-9.0,-1.5281722028865943,-0.13002920261204345
1990-04-27,329.1099853515625,333.57000732421875,328.7099914550781,332.9200134277344,130630000,335.8819946289062,336.85860107421877,334.443447391997,338.0570917631431,-0.011444274668092058,-0.011510264331761468,0.006834372553981113,-15.230010986328125,-1.9828766107020783,-0.5005986842300505
1990-04-30,330.79998779296875,331.30999755859375,327.760009765625,329.1099853515625,122750000,334.4879943847656,336.77680053710935,333.7810001921736,337.77249945058725,0.005135068872495374,0.005121929368641514,0.0069997997062006745,-13.94000244140625,-2.181714608841901,-0.8368218691524206
1990-05-01,332.25,332.8299865722656,330.79998779296875,330.79998779296875,149020000,333.2449951171875,336.7674005126953,333.5026365208693,337.5559308446818,0.004383350243467143,0.004373771345364601,0.007090133551590288,-12.42999267578125,-2.1969660312241786,-1.1088507015667723
1990-05-02,334.4800109863281,334.4800109863281,332.1499938964844,332.25,141610000,332.62099609375,336.8972009277344,333.68034096913453,337.4353065365111,0.006711846459979354,0.0066894223009485235,0.006364362559313477,-6.239990234375,-2.005985887101815,-1.288277738673781
1990-05-03,335.57000732421875,337.0199890136719,334.4700012207031,334.4800109863281,145560000,332.36899719238284,337.0552008056641,334.02391667005895,337.36215754779374,0.003258778707512011,0.0032534803957429874,0.006273881285970954,-2.519989013671875,-1.746546056210093,-1.3799314021810434
1990-05-04,338.3900146484375,338.4599914550781,335.1700134277344,335.5799865722656,140550000,332.6959991455078,337.3090008544922,334.8177526661278,337.40246566938765,0.00840363340783945,0.00836851946658767,0.006601337765432627,3.27001953125,-1.2984197234517296,-1.363629066435181
1990-05-07,340.5299987792969,341.07000732421875,338.1099853515625,338.3900146484375,132760000,333.6440002441406,337.63660095214846,335.8563428685221,337.525114026639,0.006324016780112851,0.006304104094008389,0.0067522747888265,9.480010986328125,-0.761815803034608,-1.2432664137550664
1990-05-08,342.010009765625,342.0299987792969,340.1700134277344,340.5299987792969,144230000,334.8090026855469,337.90340087890627,336.9751913952681,337.70099229091295,0.004346198548244029,0.004336781104194805,0.006769355631506473,11.6500244140625,-0.21465441003164187,-1.0375440130103815
1990-05-09,342.8599853515625,343.0799865722656,340.8999938964844,342.010009765625,152220000,335.8920013427734,338.155400390625,338.04515393277615,337.9033057442718,0.002485235992127688,0.002482152900243505,0.006776588748105575,10.829986572265625,0.28428381538770964,-0.7731784473307632
1990-05-10,343.82000732421875,344.9800109863281,342.7699890136719,342.8699951171875,158460000,336.98200073242185,338.3940002441406,339.0951272766748,338.13533325721085,0.0028000408728707793,0.002796128060746733,0.0068007572162849615,10.899993896484375,0.7485330802399517,-0.4688361418166203
1990-05-11,352.0,352.30999755859375,343.82000732421875,343.82000732421875,234040000,339.2710021972656,338.7792004394531,341.4414677718248,338.6790456784967,0.0237914970086881,0.023512889682269687,0.008493745393213185,22.8900146484375,1.756265873502855,-0.0238157387527253
1990-05-14,354.75,358.4100036621094,351.95001220703125,352.0,225410000,341.66600341796874,339.1634002685547,343.8612009042203,339.3092791813008,0.0078125,0.007782140442054949,0.008624045762047334,23.95001220703125,2.745158906703182,0.5299791903384561
1990-05-15,354.2799987792969,355.0899963378906,352.8399963378906,354.75,165730000,343.86900329589844,339.57420043945314,345.75552779059785,339.8963662243595,-0.0013248801147375255,-0.0013257585443584195,0.008639399979822928,22.029998779296875,3.451155813608011,1.114214514992367
1990-05-16,354.0,354.67999267578125,351.95001220703125,354.2699890136719,159810000,345.8210021972656,339.8956005859375,347.2545227377619,340.4494499018356,-0.000790331885123785,-0.0007906443620192572,0.008113944237602803,19.519989013671875,3.942621797437255,1.6798959714813448
1990-05-17,354.4700012207031,356.9200134277344,354.0,354.0,164770000,347.71100158691405,340.2460003662109,348.56642791647846,340.99927544375197,0.0013276870641332206,0.001326806467015179,0.007792663884360161,18.899993896484375,4.320236306106665,2.207964038406409
1990-05-18,354.6400146484375,354.6400146484375,352.5199890136719,354.4700012207031,162520000,349.33600158691405,340.53340087890626,349.6707164131983,341.53420639295535,0.0004796271254234874,0.000479512141098698,0.007356130074552161,16.25,4.580416991679954,2.682454629061118
1990-05-21,358.0,359.07000732421875,353.7799987792969,354.6400146484375,166280000,351.0830017089844,340.93480102539064,351.18513161079863,342.17992378931007,0.009474354874740687,0.009429754658812085,0.00658290713135877,17.470001220703125,5.000096793416958,3.145983061932286
1990-05-22,358.42999267578125,360.5,356.0899963378906,358.0,203350000,352.725,341.3300006103516,352.50237907715905,342.8171813927011,0.0012010968597242488,0.0012003761199521528,0.006464559683778506,16.41998291015625,5.306226004886753,3.5780316505231795
1990-05-23,359.2900085449219,359.2900085449219,356.989990234375,358.42999267578125,172330000,354.3680023193359,341.79580078125,353.7364935258432,343.4631746143569,0.0023993970558109368,0.002396523098952939,0.0064712999527376,16.430023193359375,5.5542062711846825,3.9732665746554803
1990-05-24,358.4100036621094,359.55999755859375,357.8699951171875,359.2900085449219,155140000,355.827001953125,342.22660095214843,354.5862226415279,344.0493247730923,-0.0024492884908667856,-0.0024522929047093127,0.006625047807083326,14.589996337890625,5.614997186935227,4.30161269711143
1990-05-25,354.5799865722656,358.4100036621094,354.32000732421875,358.4100036621094,120250000,356.0850006103516,342.5568005371094,354.58508881075295,344.4622919024717,-0.01068613334089441,-0.0107436401140695,0.006535297952351199,2.579986572265625,5.293108396530727,4.49991183699529
1990-05-29,360.6499938964844,360.6499938964844,354.54998779296875,354.5799865722656,137410000,356.675,342.93160034179687,355.68779882634044,345.09710374537417,0.01711886613482516,0.016973989425201348,0.00718558338716028,5.899993896484375,5.464813109154022,4.692892091427036
1990-05-30,360.8599853515625,362.260009765625,360.0,360.6499938964844,199540000,357.33299865722654,343.2782000732422,356.6281963763808,345.7152559652247,0.0005822583075889565,0.0005820888609918471,0.007234848300577066,6.579986572265625,5.553813976040033,4.865076468349636
1990-05-31,361.2300109863281,361.8399963378906,360.2300109863281,360.8599853515625,165690000,358.0559997558594,343.67140014648436,357.46488994182573,346.32367773075816,0.0010253994618028006,0.0010248740988819006,0.007241155562428413,7.230010986328125,5.589770387045519,5.010015252088813
1990-06-01,363.1600036621094,363.5199890136719,361.2099914550781,361.260009765625,187860000,358.925,344.1398004150391,358.5003651636955,346.98392580649744,0.005342835913636934,0.005328613601665486,0.007246753645687944,8.69000244140625,5.708199806989057,5.149652163068862
1990-06-04,367.3999938964844,367.8500061035156,362.42999267578125,363.1600036621094,175520000,360.2009979248047,344.7740002441406,360.118479478748,347.7845559276734,0.011675267627544006,0.011607637580731632,0.00738734985309169,12.759979248046875,6.074168518724207,5.334555434199931
1990-06-05,366.6400146484375,368.7799987792969,365.489990234375,367.3999938964844,199720000,361.06499938964845,345.36240051269533,361.30421314596424,348.5239856814288,-0.002068533643636905,-0.0020706760142412805,0.007494748604270501,8.6400146484375,6.231049723017577,5.513854291963461
1990-06-06,364.9599914550781,366.6400146484375,364.4200134277344,366.6400146484375,164030000,361.71799926757814,345.9090002441406,361.96890011125765,349.1685349274543,-0.0045822145053379115,-0.0045927450312906746,0.00771850289113855,6.529998779296875,6.1489342896116455,5.640870291493099
1990-06-07,363.1499938964844,365.9200134277344,361.6000061035156,365.9200134277344,160360000,362.1039978027344,346.3420001220703,362.1836444358443,349.71682743604373,-0.004959441037296619,-0.004971779877737371,0.007935353801739398,3.8599853515625,5.870138241219422,5.686723881438363
1990-06-08,358.7099914550781,363.489990234375,357.67999267578125,363.1499938964844,142600000,362.1339965820313,346.6761999511719,361.55207116661404,350.0695005348294,-0.012226359675148069,-0.012301716466685063,0.008627341926129895,0.29998779296875,5.23062389753818,5.595503884658327
1990-06-11,361.6300048828125,361.6300048828125,357.70001220703125,358.7099914550781,119550000,362.83899841308596,347.0929998779297,361.56624093319556,350.52285364651505,0.008140318076699238,0.0081073644023076,0.007143992145156973,7.050018310546875,4.9029071906266495,5.456984545851991
1990-06-12,366.25,367.2699890136719,361.1499938964844,361.6300048828125,157100000,363.3989990234375,347.61919982910155,362.4178334907964,351.1396044839066,0.012775475084498611,0.01269455715062505,0.007458649096328968,5.600006103515625,4.958822119737988,5.357352060629191
